index,topic,requires,difficulty,content,question,Failed_Models_Count,Model,target
chem_chem_comp-chemComp_77-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with amides?",../data/safety/chem_chem_comp/chemComp_77.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_78-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when metals, alkali or alkaline earth metals are mixed with aliphatic or aromatic amines?",../data/safety/chem_chem_comp/chemComp_78.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_59-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when isocyanates are mixed with cyanides?,../data/safety/chem_chem_comp/chemComp_59.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_60-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when isocyanates are mixed with dithiocarbamates?,../data/safety/chem_chem_comp/chemComp_60.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 0, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 1, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_62-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when ketones are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_62.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_63-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when ketones are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_63.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_65-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when ketones are mixed with cyanides?,../data/safety/chem_chem_comp/chemComp_65.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_67-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when mercaptans or other organic sulfides are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_67.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_68-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when mercaptans or other organic sulfides are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_68.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_69-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when mercaptans or other organic sulfides are mixed with halogenated organics?,../data/safety/chem_chem_comp/chemComp_69.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_5-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when aldehydes are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_5.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_50-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when halogenated organics are mixed with caustics?,../data/safety/chem_chem_comp/chemComp_50.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 1, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_51-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when halogenated organics are mixed with cyanides?,../data/safety/chem_chem_comp/chemComp_51.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_52-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when isocyanates are mixed with non-oxidizing acids?,../data/safety/chem_chem_comp/chemComp_52.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_53-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when isocyanates are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_53.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 1"
chem_chem_comp-chemComp_54-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when isocyanates are mixed with organic acids?,../data/safety/chem_chem_comp/chemComp_54.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_57-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when isocyanates are mixed with azo compounds, diazo compounds or hydrazines?",../data/safety/chem_chem_comp/chemComp_57.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_58-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when isocyanates are mixed with caustics?,../data/safety/chem_chem_comp/chemComp_58.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 1"
number_of_isomers-number_of_isomers_22-number_of_structural_isomers,Organic Chemistry,Reasoning,,How many structural isomers (excluding stereochemistry) are there for \ce{C3H7N}?,../data/number_of_isomers/number_of_isomers_22.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",12
number_of_isomers-number_of_isomers_8-number_of_structural_isomers,Organic Chemistry,Reasoning,,How many structural isomers (excluding stereochemistry) are there for \ce{C4H8O}?,../data/number_of_isomers/number_of_isomers_8.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",26
number_of_nmr_peaks-number_nmr_peaks_127-number_1h_nmr_shifts,Analytical Chemistry,Reasoning,,What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES [START_SMILES]CC(O)C1=CC=C(O)N1[END_SMILES]?,../data/number_of_nmr_peaks/number_nmr_peaks_127.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",7
number_of_nmr_peaks-number_nmr_peaks_16-number_1h_nmr_shifts,Analytical Chemistry,Reasoning,,What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES [START_SMILES]C1(C(C)CC1)[END_SMILES]?,../data/number_of_nmr_peaks/number_nmr_peaks_16.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",6
number_of_nmr_peaks-number_nmr_peaks_161-number_1h_nmr_shifts,Analytical Chemistry,Reasoning,,What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES [START_SMILES]OC1C2C3CC1C23C=O[END_SMILES]?,../data/number_of_nmr_peaks/number_nmr_peaks_161.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",8
number_of_nmr_peaks-number_nmr_peaks_17-number_1h_nmr_shifts,Analytical Chemistry,Reasoning,,What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES [START_SMILES]C1(C(C)CCCC1)[END_SMILES]?,../data/number_of_nmr_peaks/number_nmr_peaks_17.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",8
number_of_nmr_peaks-number_nmr_peaks_19-number_1h_nmr_shifts,Analytical Chemistry,Reasoning,,What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES [START_SMILES]C[C@@H]1CC[C@@H](C)N1Cc2ccccc2[END_SMILES]?,../data/number_of_nmr_peaks/number_nmr_peaks_19.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",9
number_of_nmr_peaks-number_nmr_peaks_193-number_1h_nmr_shifts,Analytical Chemistry,Reasoning,,What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES [START_SMILES]COC12CC1NCC2=O[END_SMILES]?,../data/number_of_nmr_peaks/number_nmr_peaks_193.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",7
materials_synthesis-biological_apatite_3-biological_apatite_1,Inorganic Chemistry,Knowledge,,Which of the following properties of biological apatite is incorrect?,../data/materials_synthesis/biological_apatite_3.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","it has a relatively high solubility compared to stoichiometric apatite: 1, it has poor crystallinity: 1, it is a carbonated apatite: 1, it is phosphorus deficient: 0"
metal_complexes-metal_complexes_11-metal_complexes_11,Inorganic Chemistry,"Calculation, Knowledge and Reasoning",,"The ligand-field splitting energy (LFSE) is computed as $LFSE=-0.4\cdot Dq \cdot n+0.6 \cdot Dq \cdot m$ with $n$ being the number of electrons in t2g d orbitals ($\mathrm{d}_{xz}$, $\mathrm{d}_{yz}$ and $\mathrm{d}_{xy}$), $m$ the number of electrons in eg d orbitals ($\mathrm{d}_{x^2-y^2}$ and $\mathrm{d_{z^2}}$), and Dq the ligand field splitting parameter. What is the value of LFSE in terms of Dq for the low-spin case in the metal complex tetramethylamine diaquacopper(II) ion?",../data/metal_complexes/metal_complexes_11.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",-0.6
metal_complexes-metal_complexes_12-metal_complexes_12,Inorganic Chemistry,"Calculation, Knowledge and Reasoning",,What is the spin-only magnetic moment (in units of Bohr-magnetons) for the low-spin case of the metal complex \ce{RhCl(CO)(PPh3)2}?,../data/metal_complexes/metal_complexes_12.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",0
nmr-1-nmr_1,Analytical Chemistry,Reasoning,,What is the most appropriate NMR experiment to distinguish the molecule with SMILES [START_SMILES]CO[C@@H]1O[C@H](OC)C1[END_SMILES] from the molecule with SMILES [START_SMILES]CO[C@H]1O[C@H](OC)C1[END_SMILES]?,../data/nmr/1.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","13C: 0, 1H: 1, NOESY (Nuclear Overhauser Enhancement SpectroscopY): 0, heteronuclear multiple bond correlation (HMBC): 0"
nmr-4-nmr_4,Analytical Chemistry,Reasoning,,What is the most appropriate technique to distinguish dimethyl fumarate and dimethyl maleate?,../data/nmr/4.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","13C: 1, 1H: 0, NOESY (Nuclear Overhauser Enhancement SpectroscopY): 0, heteronuclear multiple bond correlation (HMBC): 0"
number_of_isomers-number_of_isomers_16-number_of_structural_isomers,Organic Chemistry,Reasoning,,How many structural isomers (excluding stereochemistry) are there for \ce{C6H12}?,../data/number_of_isomers/number_of_isomers_16.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",25
number_of_isomers-number_of_isomers_18-number_of_structural_isomers,Organic Chemistry,Reasoning,,How many structural isomers (excluding stereochemistry) are there for \ce{C3H8O2}?,../data/number_of_isomers/number_of_isomers_18.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",11
number_of_isomers-number_of_isomers_19-number_of_structural_isomers,Organic Chemistry,Reasoning,,How many structural isomers (excluding stereochemistry) are there for \ce{C5H8}?,../data/number_of_isomers/number_of_isomers_19.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2",26
